,WML,HML,SMB,Rf,Rm-Rf
2001-01-02,-0.006308256182819605,0.06548966467380524,0.0005238347221165895,0.0005785165121778846,0.006600632797926664
2001-01-03,-0.028643690049648285,0.00938994437456131,0.005389615893363953,0.0005771434516645968,0.062427498400211334
2001-01-04,-0.000945804757066071,-0.0023274486884474754,0.006689573638141155,0.0005737087340094149,-0.00030983329634182155
2001-01-05,0.005984624847769737,-0.0023965509608387947,0.0035229893401265144,0.0005726777599193156,-0.012839235365390778
2001-01-08,-0.004099035635590553,0.0019477182067930698,0.00788340624421835,0.0005726777599193156,0.003981627989560366
2001-01-09,0.009564351290464401,-0.0009160656481981277,0.005928125232458115,0.0005699271569028497,0.01998552866280079
2001-01-10,-0.0006905571208335459,0.012467809021472931,0.013150304555892944,0.000569583207834512,-0.004367973655462265
2001-01-11,-0.003061066847294569,-0.0034537846222519875,-0.010816012509167194,0.0005678629386238754,0.004693605471402407
2001-01-12,0.006019153632223606,0.003474901430308819,0.006618382874876261,0.0005671746330335736,-0.006783205084502697
2001-01-15,-0.01382141187787056,-0.0007596919313073158,6.721680983901024e-05,0.0005657976726070046,0.005109917372465134
2001-01-16,0.02325919084250927,0.012698344886302948,-0.0008212793618440628,0.00056648621102795,-0.007472786121070385
2001-01-17,0.007306881248950958,0.006096376106142998,0.006132042035460472,0.0005651089595630765,0.020989416167140007
2001-01-18,0.017973702400922775,-0.008398998528718948,-0.009999382309615612,0.0005644201883114874,0.022893719375133514
2001-01-19,0.015670625492930412,0.0027747671119868755,0.013493969105184078,0.0005630422965623438,0.005666037555783987
2001-01-22,0.007802674546837807,0.011710441671311855,0.007387676741927862,0.0005620085285045207,-0.0071780080907046795
2001-01-23,-0.01483612135052681,0.00965743325650692,0.012150907889008522,0.0005609744694083929,0.019978895783424377
2001-01-24,-0.044980231672525406,-0.01648070476949215,0.0016492330469191074,0.0005599401774816215,-0.004230137914419174
2001-01-26,-0.008525493554770947,0.014064383693039417,0.006349087227135897,0.0005571807851083577,0.007241258397698402
2001-01-29,-0.018669694662094116,-0.004174862522631884,-0.016414187848567963,0.0005564906168729067,0.0020901814568787813
2001-01-30,0.028660662472248077,0.0013308501802384853,-0.002551625482738018,0.000555455160792917,-0.007677540648728609
2001-01-31,-0.001554685877636075,0.0055680545046925545,-0.026115044951438904,0.0005558003322221339,0.002875572070479393
2001-02-01,0.020303156226873398,0.005559621378779411,-0.0005132239311933517,0.0005558003322221339,-0.027473600581288338
2001-02-02,0.003794922959059477,0.019123729318380356,0.009006275795400143,0.000555455160792917,-0.010221305303275585
2001-02-05,0.009150216355919838,0.005045774392783642,0.0036854716017842293,0.0005568357300944626,-0.010177734307944775
2001-02-06,0.0076486896723508835,-0.006559658795595169,0.022692054510116577,0.0005575257819145918,0.013221055269241333
2001-02-07,0.005130345933139324,0.00541133526712656,-0.007986330427229404,0.0005589056527242064,-0.008020485751330853
2001-02-08,-0.00011701881885528564,0.020940393209457397,0.016466785222291946,0.0005578708369284868,0.020218500867486
2001-02-09,0.0017983056604862213,0.008427070453763008,-0.0030033565126359463,0.0005564906168729067,-0.0070489561185240746
2001-02-12,0.0022958554327487946,0.011352677829563618,0.009064873680472374,0.0005585607141256332,-0.01190713606774807
2001-02-13,-0.00192534108646214,-0.011188185773789883,0.0002841405803337693,0.0005571807851083577,0.006919757463037968
2001-02-14,0.0011240384774282575,0.013064008206129074,-0.0010244962759315968,0.000555455160792917,0.0049994755536317825
2001-02-15,0.0036171446554362774,-0.00018888525664806366,-0.0012273602187633514,0.0005606297636404634,-0.008294807747006416
2001-02-16,0.017699770629405975,-0.0010375864803791046,-0.005555462092161179,0.0005630422965623438,-0.03638485446572304
2001-02-19,-0.0006779972463846207,-0.001176132820546627,-0.001603442244231701,0.0005654533160850406,-0.008810373023152351
2001-02-20,0.0035576103255152702,0.020123008638620377,-0.01774008199572563,0.00056648621102795,0.0009498772560618818
2001-02-21,0.0006788205355405807,-0.0012895483523607254,-0.004885275848209858,0.000567518814932555,-0.015338147059082985
2001-02-22,-0.009127961471676826,-7.742643356323242e-05,0.0038390327244997025,0.0005654533160850406,0.0164705328643322
2001-02-23,0.003044622950255871,0.016422605141997337,0.010089697316288948,0.0005640757735818624,0.010184850543737411
2001-02-28,0.016835782676935196,-0.03911428898572922,-0.01875937171280384,0.0005633868277072906,-0.016329849138855934
2001-03-01,-0.021691342815756798,0.006958797574043274,0.02866852842271328,0.0005630422965623438,0.027542371302843094
2001-03-02,0.007376945577561855,-0.01214170828461647,0.00029605161398649216,0.000561663880944252,0.0087122218683362
2001-03-05,0.008291445672512054,-0.0050755031406879425,0.009860176593065262,0.0005620085285045207,-0.006415085401386023
2001-03-06,0.018671568483114243,-0.010961582884192467,-0.0014165653847157955,0.0005613191751763225,-0.007690466940402985
2001-03-07,0.01298582274466753,-0.0033976389095187187,0.0008729733526706696,0.0005613191751763225,0.00972176343202591
2001-03-08,0.011136440560221672,0.005249611102044582,-0.016306359320878983,0.0005623531178571284,-0.0055387686006724834
2001-03-09,-0.009004220366477966,0.002917809411883354,0.006273992359638214,0.0005609744694083929,-0.004930262453854084
2001-03-12,0.00644344836473465,0.0260991919785738,0.011395106092095375,0.0005620085285045207,-0.03796751797199249
2001-03-13,-0.008032776415348053,0.007795920595526695,0.0016324275638908148,0.0005644201883114874,0.0018010190688073635
2001-03-14,0.004959985613822937,0.0008056201040744781,-0.01830928772687912,0.0005685511277988553,-0.01798948086798191
2001-03-15,-0.0010096419136971235,-0.0075904130935668945,-0.00523090036585927,0.0005987144540995359,-0.014460728503763676
2001-03-16,-0.014309978112578392,0.003782937303185463,0.008448418229818344,0.0005983729497529566,0.006094168405979872
2001-03-19,0.0034806057810783386,0.0033381134271621704,0.0020393263548612595,0.0006232248852029443,-0.022091925144195557
2001-03-20,-0.013365156948566437,0.019848749041557312,0.02357935532927513,0.0005922212149016559,0.004778012633323669
2001-03-21,0.005282426252961159,0.009444823488593102,-0.01366567611694336,0.0006072421092540026,0.0008578903507441282
2001-03-22,0.01464010402560234,-0.012358035892248154,0.0077826716005802155,0.0007105009281076491,-0.05175560712814331
2001-03-23,-0.004717969335615635,-0.009942442178726196,-0.015485035255551338,0.000694198184646666,0.022915929555892944
2001-03-26,0.01468873955309391,-0.005307217128574848,-0.008103204891085625,0.0006306841969490051,0.021828847005963326
2001-03-27,0.0039580510929226875,-0.001212485134601593,0.007363209035247564,0.0006143912323750556,0.01345333643257618
2001-03-28,0.010172481648623943,0.017651323229074478,-0.001580744981765747,0.0006174512673169374,-0.013969655148684978
2001-03-29,0.0231738593429327,-0.005440009757876396,-0.003940684720873833,0.0006431980873458087,-0.018329832702875137
2001-03-30,-0.010437848046422005,0.00021261535584926605,0.006626268848776817,0.0006099671008996665,0.0070363180711865425
2001-04-02,-0.010013153776526451,-0.004884008318185806,0.0005200393497943878,0.0006154114962555468,-0.03179289028048515
2001-04-03,0.00019673537462949753,0.006666706874966621,0.00321989506483078,0.0006211880827322602,-0.01668170653283596
2001-04-04,-0.009594751521945,-0.0018967464566230774,-0.00441026221960783,0.0006225460674613714,0.010707981884479523
2001-04-05,-0.02369062602519989,-0.004483113065361977,-0.018146798014640808,0.0006130305118858814,0.038560301065444946
2001-04-06,0.0019426379585638642,0.010602882131934166,0.012262856587767601,0.0006099671008996665,0.0016998625360429287
2001-04-09,0.005004876293241978,-0.0018989969976246357,-0.01618691347539425,0.0006096265860833228,0.009528924711048603
2001-04-10,-0.009667394682765007,-0.008228456601500511,0.002140369266271591,0.0006065605557523668,0.021387474611401558
2001-04-11,-0.007011341862380505,-0.011352641507983208,0.003791416995227337,0.0006150714471004903,-0.013140473514795303
2001-04-12,-0.006019057705998421,-0.016375400125980377,-0.008073539473116398,0.0006249214056879282,0.008403678424656391
2001-04-16,0.023365670815110207,0.0007228031754493713,0.0015882160514593124,0.0006671017035841942,-0.030826549977064133
2001-04-17,0.022790875285863876,0.00436788285151124,0.0032284436747431755,0.0006364387227222323,-0.006560848094522953
2001-04-18,-0.03373502567410469,-0.02427857741713524,0.01196298748254776,0.0006364387227222323,0.033082012087106705
2001-04-19,-0.003481857478618622,-0.010457320138812065,0.0012837760150432587,0.0006435357499867678,-0.032837290316820145
2001-04-20,-0.006349872797727585,0.006480831652879715,0.0018840953707695007,0.0007409311947412789,-0.04609479010105133
2001-04-23,0.010007796809077263,0.009221477434039116,-0.0265912227332592,0.0007247526664286852,0.017265764996409416
2001-04-24,-0.0023151859641075134,-0.014960460364818573,-0.009623690508306026,0.0007260758429765701,0.011970430612564087
2001-04-25,0.012836473062634468,-0.012936929240822792,-0.007035981863737106,0.0007330152438953519,0.01178647018969059
2001-04-26,-0.010418187826871872,-0.012822594493627548,-0.0012661181390285492,0.0006744794663973153,0.038322996348142624
2001-04-27,-0.003990064840763807,-0.013005373068153858,-0.015696778893470764,0.000650283123832196,0.00945303961634636
2001-04-30,0.0008065102156251669,-0.011844131164252758,-0.009724986739456654,0.0006512942491099238,-0.0021608530078083277
2001-05-02,0.01114859152585268,-0.0023439540527760983,-0.0038464064709842205,0.0006526419892907143,0.0020572820212692022
2001-05-03,-0.010140888392925262,0.02455650083720684,0.020366067066788673,0.0006388057954609394,0.012455590069293976
2001-05-04,0.010610436089336872,0.005705749150365591,0.008437084965407848,0.0006300066597759724,-0.001776526216417551
2001-05-07,0.010121442377567291,-0.0033033061772584915,0.011952431872487068,0.0006361004197970033,-0.015260141342878342
2001-05-08,-0.0064105987548828125,-0.002391777466982603,0.0033405344001948833,0.0006320389802567661,-0.0058831810019910336
2001-05-09,0.007188094779849052,-0.009098842740058899,-0.01109701581299305,0.0006330547039397061,0.008194595575332642
2001-05-10,-0.010600583627820015,-0.008129362016916275,-0.005823194980621338,0.0006276343483477831,0.016045378521084785
2001-05-11,0.02035241387784481,-0.011410020291805267,-0.010158190503716469,0.0006462360615842044,-0.02283916436135769
2001-05-14,0.006804957985877991,-0.029005279764533043,-0.015507642179727554,0.0006583649083040655,-0.023217428475618362
2001-05-15,-0.021533852443099022,-0.032047782093286514,-0.00472677405923605,0.000650283123832196,0.00596214784309268
2001-05-16,-0.009684499353170395,0.004138238728046417,0.028287457302212715,0.0006398198311217129,0.02638126164674759
2001-05-17,0.006290757097303867,-0.0014991194475442171,-0.01637115329504013,0.0006435357499867678,0.006225697696208954
2001-05-18,-0.015035506337881088,-0.01675240695476532,0.0057535176165401936,0.0006452236557379365,0.0009099314920604229
2001-05-21,-0.011643007397651672,-0.05367830768227577,-0.019467826932668686,0.0006445485632866621,0.011458756402134895
2001-05-22,0.009846491739153862,0.00934574380517006,0.005261593498289585,0.0006533156847581267,-0.008355816826224327
2001-05-23,0.008451921865344048,-0.018357502296566963,-0.010223012417554855,0.0006620635977014899,-0.004060743376612663
2001-05-24,-0.01003025472164154,-0.009683007374405861,0.005997073836624622,0.0006445485632866621,-0.011697722598910332
2001-05-25,-0.004903287626802921,-0.003473900258541107,-0.020200330764055252,0.0006438734126277268,-0.012204558588564396
2001-05-28,-0.014087921008467674,-0.0326208621263504,0.004918460734188557,0.0006418471457436681,-0.007643264252692461
2001-05-29,0.007190118543803692,0.02281937748193741,0.008416648022830486,0.0006401577848009765,0.005619719158858061
2001-05-30,0.0009218272753059864,0.024053681641817093,0.010521771386265755,0.0006388057954609394,0.004058863967657089
2001-05-31,-0.004109028726816177,0.0030201836489140987,-0.010091150179505348,0.0006418471457436681,0.011770895682275295
2001-06-01,0.002543492941185832,-0.0019936985336244106,-0.007744411937892437,0.000653652532491833,0.0071032061241567135
2001-06-04,-0.0015536453574895859,0.0016874074935913086,0.004478227347135544,0.0006438734126277268,0.020215971395373344
2001-06-05,-0.0150386868044734,0.015238676220178604,0.011101185344159603,0.000638467725366354,0.011073948815464973
2001-06-06,-0.005714255850762129,0.014357403852045536,0.007832016795873642,0.0006401577848009765,-0.009107358753681183
2001-06-07,0.0019104620441794395,0.0036049969494342804,0.012551064603030682,0.0006357621168717742,0.005488411523401737
2001-06-08,-0.006672785151749849,0.011676444672048092,0.010575979016721249,0.0006347470916807652,-0.010587427765130997
2001-06-11,-0.007307333871722221,-0.011809729970991611,-0.0014528892934322357,0.0006367769674398005,-0.008050544187426567
2001-06-12,0.0033284213859587908,-0.013179210014641285,0.003671291982755065,0.0006364387227222323,-0.007120244670659304
2001-06-13,-0.0051171183586120605,0.00902048870921135,0.022782526910305023,0.0006394818192347884,0.01414237916469574
2001-06-15,0.020653605461120605,0.010667981579899788,-0.01121688075363636,0.0006499459850601852,-0.02213098853826523
2001-06-18,0.02243458293378353,0.011258658021688461,-0.003631364554166794,0.0006885265465825796,-0.031259432435035706
2001-06-19,0.011787830851972103,0.017520330846309662,-0.014032259583473206,0.0006908628856763244,0.002879155334085226
2001-06-20,0.0023369193077087402,0.012005867436528206,-0.011537856422364712,0.0006818436086177826,0.012487562373280525
2001-06-21,-0.028716744855046272,0.011478891596198082,0.025660313665866852,0.0006788326427340508,0.008366662077605724
2001-06-22,0.011016340926289558,0.0065612345933914185,-0.004973345436155796,0.0006717982469126582,-0.006195982918143272
2001-06-25,0.0016070352867245674,-0.009035544469952583,-0.019056368619203568,0.0006738093215972185,-0.009793141856789589
2001-06-26,-0.005461620632559061,-0.0032411054708063602,9.160581976175308e-05,0.0006825124146416783,-0.008473368361592293
2001-06-27,0.0017683422192931175,-0.00046812091022729874,0.001303396187722683,0.0006908628856763244,-0.009888156317174435
2001-06-28,-0.006106548942625523,-0.0008452674373984337,0.004965419415384531,0.0006998617900535464,0.0027685975655913353
2001-06-29,-0.005542590282857418,-0.011826852336525917,-0.005376143380999565,0.0006935313576832414,0.01271857414394617
2001-07-02,0.0011618483113124967,-0.009291794151067734,-0.007370371371507645,0.000694198184646666,0.0011029168963432312
2001-07-03,-0.002961883321404457,-0.0010716421529650688,0.0077375248074531555,0.0007191243348643184,-0.020081954076886177
2001-07-04,0.006486817263066769,-0.007923906669020653,-0.0032356875017285347,0.000745541590731591,-0.0157619658857584
2001-07-05,-0.007393174339085817,-0.007002135738730431,-0.0063374945893883705,0.0007968821446411312,0.0012964482884854078
2001-07-06,0.023857327178120613,0.021799692884087563,0.008265860378742218,0.0007606526487506926,-0.006885543931275606
2001-07-10,0.007728276774287224,-0.013570385053753853,-0.00584787130355835,0.0008263401687145233,-0.01846245303750038
2001-07-11,-0.01989949867129326,0.02897193469107151,0.03099680505692959,0.0008298863540403545,0.009608064778149128
2001-07-12,0.01193214114755392,-0.0009232760057784617,-0.03110552951693535,0.0008591024088673294,0.008880943059921265
2001-07-13,-0.009979691356420517,-0.012030611746013165,-0.008565005846321583,0.0008478907984681427,0.008072063326835632
2001-07-16,-0.00028762035071849823,0.016446832567453384,0.01911943033337593,0.0008179457508958876,-0.020338989794254303
2001-07-17,-0.01471734419465065,-0.004316885024309158,-0.0014791395515203476,0.0008024018607102334,0.016566568985581398
2001-07-18,0.01699630171060562,0.00741182453930378,-0.008815353736281395,0.000804672425147146,-0.021336153149604797
2001-07-19,0.02090565860271454,-0.0043974025174975395,-0.00983450561761856,0.000789076613727957,0.0038782991468906403
2001-07-20,-0.011796025559306145,0.002275058999657631,-0.002373289316892624,0.0007698227418586612,0.018811406567692757
2001-07-23,-0.006951882503926754,0.008090810850262642,-0.002321840263903141,0.0007452124846167862,0.0007846546941436827
2001-07-24,0.01986655965447426,-0.00743398442864418,-0.0030689649283885956,0.0007698227418586612,-0.01732846535742283
2001-07-25,-0.006470394320785999,0.0048116398975253105,0.005482806824147701,0.0007547464338131249,0.01360228843986988
2001-07-26,0.013182105496525764,0.006534368731081486,0.0027215220034122467,0.0007560597150586545,-0.009051930159330368
2001-07-27,0.007652789354324341,-0.00043763313442468643,0.01595171168446541,0.0007596688810735941,0.004465142264962196
2001-07-30,0.014228027313947678,0.002001361921429634,-0.00453738309442997,0.0007465288508683443,-0.011171807534992695
2001-07-31,0.007564901374280453,-0.003022925928235054,-0.0021429508924484253,0.0007537612691521645,0.007146783173084259
2001-08-01,-0.007601747289299965,-0.009636929258704185,-0.010989611968398094,0.0007570443558506668,-0.00518077565357089
2001-08-02,-0.0060690296813845634,0.012543932534754276,-0.0030163831543177366,0.0007471868884749711,0.0008613619138486683
2001-08-03,0.01888430491089821,0.005752194672822952,-0.0006652313750237226,0.0007485026144422591,0.004336395766586065
2001-08-06,-0.008124561980366707,-0.002353925257921219,-0.005325266160070896,0.0007419196190312505,0.013235989958047867
2001-08-07,-0.005160572938621044,-0.0024104740004986525,0.0063445111736655235,0.0007504754466935992,-0.001699328888207674
2001-08-08,0.00494018942117691,0.01895712874829769,0.015583649277687073,0.0007349957013502717,-0.0032164384610950947
2001-08-09,-0.003136078827083111,0.006517873145639896,0.005760553292930126,0.0007409311947412789,-0.002547960728406906
2001-08-10,-0.00380657147616148,0.014467116445302963,0.004370925948023796,0.0007326850900426507,0.005872628651559353
2001-08-13,0.000883081927895546,-0.005882808938622475,-0.005448637064546347,0.0007373050320893526,-0.00994541123509407
2001-08-14,0.004493112210184336,0.007713381666690111,-0.003947291523218155,0.000751132785808295,0.005936227273195982
